name,carbs,sugar,s_fat,discounted price,kcal,url,fat,categorys,protein,original price,salt,amount
"Šokoladiniai ledai Ben&Jerry's WHAT A LOTTA CHOCO su saus., 500 ml",30.0,25.0,9.3,5.24,300.0,https://www.barbora.lt/produktai/sokoladiniai-ledai-ben-jerry-s-what-a-lotta-choco-su-saus-500-ml,18.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.3,6.99,0.23,500
"Maskarponės skonio ledai su braškių-bazilikų įdaru AURUM, 150 ml",36.0,25.0,11.0,0.97,277.0,https://www.barbora.lt/produktai/maskarpones-skonio-ledai-su-braskiu-baziliku-idaru-aurum-150-ml,13.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.3,1.39,0.14,150
"Jogurtiniai ledai DADU su persikų įdaru ir bifido bakt., 62 g",28.7,26.1,16.5,0.79,284.0,https://www.barbora.lt/produktai/jogurtiniai-ledai-dadu-su-persiku-idaru-ir-bifido-bakt-62-g,18.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,3.4,1.09,0.1,62
"Pistacijų ledai DIONE, 500 ml",20.3,20.0,7.3,nan,214.0,https://www.barbora.lt/produktai/pistaciju-ledai-dione-500-ml,12.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,5.4,6.99,0.03,500
"Vanilės skonio ledai DADU MOONLIGHT su smulkintais migdolais, 150 ml",35.7,23.0,10.9,0.89,311.0,https://www.barbora.lt/produktai/vaniles-skonio-ledai-dadu-moonlight-su-smulkintais-migdolais-150-ml,16.3,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.7,1.29,0.2,150
"Kolos skonio ledai AURUM, 70 ml",41.0,40.0,0.0,0.2,164.0,https://www.barbora.lt/produktai/kolos-skonio-ledai-aurum-70-ml,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.1,0.29,0.0,70
"Vyšnių skonio valgomieji VALSOIA ledai be laktozės, 1000 ml",31.0,30.0,3.4,nan,178.0,https://www.barbora.lt/produktai/vysniu-skonio-valgomieji-valsoia-ledai-be-laktozes-1000-ml,5.1,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,1.9,4.99,0.05,1000
"Šokoladiniai ir vaniliniai valg. ledai B&J BLONDIE BROWNIE, 500 ml",29.0,26.0,8.5,5.24,253.0,https://www.barbora.lt/produktai/sokoladiniai-ir-vaniliniai-valg-ledai-b-j-blondie-brownie-500-ml,14.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,4.2,6.99,0.16,500
"Miško uogų ir grietinėlės skonio ledai MELTEZ ROYALLER, 525 g",30.0,28.0,2.2,nan,160.0,https://www.barbora.lt/produktai/misko-uogu-ir-grietineles-skonio-ledai-meltez-royaller-525-g,3.6,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,1.4,2.61,0.03,525
"Šaldyta pica DR. OETKER (GUSEPPE) su saliamiu, 380 g",24.9,3.3,5.7,2.02,259.0,https://www.barbora.lt/produktai/saldyta-pica-dr-oetker-guseppe-su-saliamiu-380-g,11.6,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,8.5,2.89,1.33,380
"Vaniliniai valg.ryžių ledai CHOICE su šokolado sk.glaistu, 100 g",46.0,31.0,9.9,nan,298.0,https://www.barbora.lt/produktai/vaniliniai-valg-ryziu-ledai-choice-su-sokolado-sk-glaistu-100-g,12.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,1.7,1.45,0.21,100
"Citrinų, braškių ir ananasų skonio ledai JOCKER, 80 ml",23.0,23.0,0.0,0.39,92.0,https://www.barbora.lt/produktai/citrinu-braskiu-ir-ananasu-skonio-ledai-jocker-80-ml,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.0,0.59,0.0,80
"Užkandis CALZONE su kumpiu ir sūriu, 135 g",36.0,2.5,4.0,nan,308.0,https://www.barbora.lt/produktai/uzkandis-calzone-su-kumpiu-ir-suriu-135-g,13.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,11.0,1.09,1.7,135
"Šaldyta pica DR. OETKER (RISTORANTE QUATTRO STAGIONI), 370 g",22.0,2.8,3.4,2.44,234.0,https://www.barbora.lt/produktai/saldyta-pica-dr-oetker-ristorante-quattro-stagioni-370-g,11.0,Šaldytas maistas	Šaldyti kulinarijos ir konditerijos gaminiai	Šaldytos picos ir užkandžiai,9.0,3.49,1.2,370
"Pyragėlis su aviečių ir kremo įdarais, 85 g",52.0,25.0,8.6,nan,395.0,https://www.barbora.lt/produktai/pyragelis-su-avieciu-ir-kremo-idarais-85-g,18.0,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",5.7,0.65,0.55,85
"PRANCŪZIŠKAS pyragas, 320 g",34.4,22.5,4.9,nan,305.0,https://www.barbora.lt/produktai/prancuziskas-pyragas-320-g,15.8,Duonos gaminiai ir konditerija	Konditerijos gaminiai	Plokštainiai ir vyniotiniai,6.0,2.69,0.3,320
"Brijošės (mėsainio bandelės), 280 g",46.0,8.3,1.1,nan,280.0,https://www.barbora.lt/produktai/brijoses-mesainio-bandeles-280-g,5.4,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Nesaldžios bandelės,10.0,1.79,1.4,280
"Picos skonio traškios lazdelės GUALINO, 125 g",75.0,4.5,2.0,nan,400.0,https://www.barbora.lt/produktai/picos-skonio-traskios-lazdeles-gualino-125-g,6.5,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duonos lazdelės,10.0,0.89,2.5,125
"Geriamasis jogurtas JO su miško uogomis, 2,4% rieb., 500 g",13.1,11.8,1.5,nan,85.0,https://www.barbora.lt/produktai/geriamasis-jogurtas-jo-su-misko-uogomis-2-4-proc-rieb-500-g,2.4,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,2.7,1.09,0.1,500
"KOKO šokoladinis gėrimas be laktozės (su kalciu), 1 l",9.1,7.4,1.7,nan,53.0,https://www.barbora.lt/produktai/koko-sokoladinis-gerimas-be-laktozes-su-kalciu-1-l,1.9,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Pienas ir gėrimai be laktozės,0.5,2.79,0.12,1000
"Geriamasis jogurtas SAULĖS PIENAS, 2% (braškių ir kivių sk.), 500 g",12.0,9.6,1.3,nan,78.0,https://www.barbora.lt/produktai/geriamasis-jogurtas-saules-pienas-2-proc-braskiu-ir-kiviu-sk-500-g,2.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,3.0,0.89,0.08,500
"Sojų jogurtas GRANOROLO su braškių gabaliukais, 250 g",12.0,11.0,0.4,nan,89.0,https://www.barbora.lt/produktai/soju-jogurtas-granorolo-su-braskiu-gabaliukais-250-g,2.0,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Jogurtai ir desertai be laktozės,3.3,0.99,0.6,250
"Jogurto desertas ALMA su braškėmis, 2,4% rieb., 200 g",16.5,15.4,1.6,nan,100.0,https://www.barbora.lt/produktai/jogurto-desertas-alma-su-braskemis-2-4-proc-rieb-200-g,2.4,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,2.7,0.79,0.1,200
"Varškė BIFI ACTIVE su razinomis ir vanilinu, 7% rieb., 180 g",16.4,15.9,4.5,nan,183.0,https://www.barbora.lt/produktai/varske-bifi-active-su-razinomis-ir-vanilinu-7-proc-rieb-180-g,7.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,13.7,0.93,0.1,180
"Turkiškas jogurtinis gaivusis gėrimas airanas SUNTAT AYRAN, 250 ml",4.0,3.1,1.4,nan,42.0,https://www.barbora.lt/produktai/turkiskas-jogurtinis-gaivusis-gerimas-airanas-suntat-ayran-250-ml,2.2,"Pieno gaminiai ir kiaušiniai	Kefyras, rūgpienis ir pasukos	Rūgpienis",2.1,0.61,0.63,250
"Javainiai JAVINĖ smaližiams su cinamonu, 160 g",66.4,19.2,1.2,nan,402.0,https://www.barbora.lt/produktai/javainiai-javine-smaliziams-su-cinamonu-160-g,11.2,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Javinukai",6.3,0.75,1.2,160
"Sausučiai JAVINĖ su aguonomis, 150 g",75.3,20.0,1.8,nan,423.0,https://www.barbora.lt/produktai/sausuciai-javine-su-aguonomis-150-g,8.3,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Riestainiai",9.7,0.78,1.2,150
"Bandelė KASPINĖLIS su varškės įdaru, 100 g",50.4,14.5,5.7,nan,302.0,https://www.barbora.lt/produktai/bandele-kaspinelis-su-varskes-idaru-100-g,10.2,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",9.1,0.35,0.7,100
"Speltos kviečių miltų DUONIUKAI, 70 g",79.9,0.69,0.25,nan,366.0,https://www.barbora.lt/produktai/speltos-kvieciu-miltu-duoniukai-70-g,1.4,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,11.4,0.85,1.17,700
"Ekologiški duoniukai su kvietinėmis sėlenomis, 80 g",71.8,1.2,0.3,nan,369.0,https://www.barbora.lt/produktai/ekologiski-duoniukai-su-kvietinemis-selenomis-80-g,2.1,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,11.1,0.96,1.0,80
"Visų grūdo dalių rupių ruginių miltų duona, 320 g",44.6,5.9,0.1,nan,232.0,https://www.barbora.lt/produktai/visu-grudo-daliu-rupiu-ruginiu-miltu-duona-320-g,1.0,Duonos gaminiai ir konditerija	Duona	Tamsi duona su pagardais,5.8,0.99,0.9,320
"Sluoksniuota bandelė su obuolių įdaru, 55 g",26.2,16.6,7.9,nan,365.0,https://www.barbora.lt/produktai/sluoksniuota-bandele-su-obuoliu-idaru-55-g,18.3,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",2.0,0.29,4.2,55
"Traški sorų duonelė SONKO, 170 g",74.3,5.6,0.6,nan,376.0,https://www.barbora.lt/produktai/traski-soru-duonele-sonko-170-g,3.2,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,9.9,1.19,9.9,170
"Sluoksniuotos tešlos šokolatinas, 60 g",41.0,6.5,9.8,nan,330.0,https://www.barbora.lt/produktai/sluoksniuotos-teslos-sokolatinas-60-g,15.0,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",7.7,0.39,0.8,60
"Grūdų paplotėliai DUONIUKAI su avižiniais miltais, 80 g",77.3,0.69,0.4,nan,363.0,https://www.barbora.lt/produktai/grudu-paploteliai-duoniukai-su-aviziniais-miltais-80-g,3.4,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,13.8,0.85,1.17,270
"Grūdų paplotėliai DUONIUKAI, 80 g",72.3,1.0,0.4,nan,369.0,https://www.barbora.lt/produktai/grudu-paploteliai-duoniukai-80-g,2.1,Duonos gaminiai ir konditerija	Duonos pakaitalai	Duoniukai,10.6,0.8,1.0,80
"NAMINIS batonas, 350 g",53.5,3.1,0.5,nan,287.0,https://www.barbora.lt/produktai/naminis-batonas-350-g,4.9,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai keptas batonas,8.3,0.51,1.6,350
"Griliažiniai sausučiai JAVINĖ, 150 g",74.6,19.4,2.4,nan,444.0,https://www.barbora.lt/produktai/griliaziniai-sausuciai-javine-150-g,10.6,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Riestainiai",10.7,0.85,1.6,150
"Riestainiai JAVINĖ su aguonomis, 300 g",63.4,12.0,0.8,nan,324.0,https://www.barbora.lt/produktai/riestainiai-javine-su-aguonomis-300-g,3.2,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Riestainiai",8.6,0.95,1.1,300
"Kokosų ir pasifloros skonio valgomieji ledai CHOICE, 750 ml",33.0,23.0,5.9,nan,195.0,https://www.barbora.lt/produktai/kokosu-ir-pasifloros-skonio-valgomieji-ledai-choice-750-ml,6.7,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai dėžutėse ir indeliuose,0.9,4.49,0.08,750
"Kondensuotas kokosų skanėstas NATURE'S CHARM, 320 g",64.9,59.5,12.8,nan,386.0,https://www.barbora.lt/produktai/kondensuotas-kokosu-skanestas-nature-s-charm-320-g,13.6,Pieno gaminiai ir kiaušiniai	Pienas	Sutirštintas pienas,0.8,2.99,0.71,320
"DVARO kefyras, 3,2% rieb., 900 g",3.9,3.8,2.2,nan,57.0,https://www.barbora.lt/produktai/dvaro-kefyras-3-2-proc-rieb-900-g,3.2,"Pieno gaminiai ir kiaušiniai	Kefyras, rūgpienis ir pasukos	Kefyras ir kefyro gėrimai",3.2,1.03,0.1,900
"Natūralus DVARO pienas, 3,5% rieb., 2 l",4.7,4.7,2.1,nan,63.0,https://www.barbora.lt/produktai/naturalus-dvaro-pienas-3-5-proc-rieb-2-l,3.5,Pieno gaminiai ir kiaušiniai	Pienas	Pasterizuotas pienas,3.2,1.98,0.1,2000
"Natūralus DVARO pienas, 3,5% rieb., 1 l",4.7,4.7,2.1,nan,63.0,https://www.barbora.lt/produktai/naturalus-dvaro-pienas-3-5-proc-rieb-1-l,3.5,Pieno gaminiai ir kiaušiniai	Pienas	Pasterizuotas pienas,3.2,0.95,0.1,1000
"DVARO pienas, 2,5% rieb., 2 l",4.7,4.7,1.5,1.29,54.0,https://www.barbora.lt/produktai/dvaro-pienas-2-5-proc-rieb-2-l,2.5,Pieno gaminiai ir kiaušiniai	Pienas	Pasterizuotas pienas,3.2,1.93,0.1,2000
"DVARO pienas, 2,5% rieb., 1 l",4.7,4.7,1.5,nan,54.0,https://www.barbora.lt/produktai/dvaro-pienas-2-5-proc-rieb-1-l,2.5,Pieno gaminiai ir kiaušiniai	Pienas	Pasterizuotas pienas,3.2,0.89,0.1,1000
"Saldžios grietinėlės DVARO sviestas, 82% rieb., 200 g",0.7,9.6,56.1,nan,743.0,https://www.barbora.lt/produktai/saldzios-grietineles-dvaro-sviestas-82-proc-rieb-200-g,82.0,"Pieno gaminiai ir kiaušiniai	Sviestas, margarinas ir riebalai	Sviestas",0.6,2.09,0.04,200
"Gėrimas RUDE HEALTH TIGER NUT be laktozės, 1 l",9.8,5.0,0.3,nan,56.0,https://www.barbora.lt/produktai/gerimas-rude-health-tiger-nut-be-laktozes-1-l,1.6,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Pienas ir gėrimai be laktozės,0.6,4.49,0.07,1000
"Pieno gėrimas BOUNTY, 350 ml",8.7,8.2,1.8,nan,65.0,https://www.barbora.lt/produktai/pieno-gerimas-bounty-350-ml,1.9,Pieno gaminiai ir kiaušiniai	Pienas	Pieno ir probiotiniai gėrimai,3.3,1.99,0.11,350
"Sūrio užkandis ATLEET AMERICAN BBQ, 200 g",1.0,0.7,14.0,nan,351.0,https://www.barbora.lt/produktai/surio-uzkandis-atleet-american-bbq-200-g,27.0,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,26.0,1.99,1.5,200
"Čederis GUINNESS, 200 g",0.1,0.1,21.6,nan,400.0,https://www.barbora.lt/produktai/cederis-guinness-200-g,34.7,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,24.8,4.99,1.8,200
"Kietasis sūris FORD FARMS RED LEICESTER, 200 g",0.1,0.1,21.1,nan,403.0,https://www.barbora.lt/produktai/kietasis-suris-ford-farms-red-leicester-200-g,33.6,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,25.0,3.99,1.7,200
"Kreminis augalinės kilmės riebalų gaminys SHEESE ORIGINAL, 170 g",1.3,1.1,23.0,nan,286.0,https://www.barbora.lt/produktai/kreminis-augalines-kilmes-riebalu-gaminys-sheese-original-170-g,28.0,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Sūris be laktozės,6.0,3.49,1.2,170
"Gaminys SHEESE su laiškiniais svogūnais ir juod. pipirais, 170 g",1.0,1.0,21.2,nan,274.0,https://www.barbora.lt/produktai/gaminys-sheese-su-laiskiniais-svogunais-ir-juod-pipirais-170-g,26.6,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Sūris be laktozės,6.1,3.49,1.2,170
"Pieno gėrimas TWIX, 350 ml",11.0,9.8,1.1,nan,70.0,https://www.barbora.lt/produktai/pieno-gerimas-twix-350-ml,1.7,Pieno gaminiai ir kiaušiniai	Pienas	Pieno ir probiotiniai gėrimai,2.5,1.99,0.2,350
"Varškės sūrio riekelės DELISER, su žolelėmis, 14 % rieb., 150 g",4.0,4.0,9.1,nan,178.0,https://www.barbora.lt/produktai/varskes-surio-riekeles-deliser-su-zolelemis-14-proc-rieb-150-g,14.0,Pieno gaminiai ir kiaušiniai	Sūris	Varškės sūriai,9.0,0.99,1.4,150
"Sūrio lazdelės SVALIA, 40% rieb. s. m., 140 g",1.6,0.5,15.0,nan,302.0,https://www.barbora.lt/produktai/surio-lazdeles-svalia-40-proc-rieb-s-m-140-g,21.0,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,27.0,1.43,1.2,140
"SENOLIŲ grietinė, 30% rieb., 400 g",2.8,2.7,16.9,nan,290.0,https://www.barbora.lt/produktai/senoliu-grietine-30-proc-rieb-400-g,30.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,2.4,1.79,0.2,400
"Sūrio lazdelės SVALIA, 40% rieb. s. m., 260 g",1.6,0.5,15.0,nan,302.0,https://www.barbora.lt/produktai/surio-lazdeles-svalia-40-proc-rieb-s-m-260-g,21.0,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,27.0,2.48,1.2,260
"Liesa ROKIŠKIO NAMINĖ varškė, 0,5% rieb., 200 g",3.5,3.1,0.3,nan,98.0,https://www.barbora.lt/produktai/liesa-rokiskio-namine-varske-0-5-proc-rieb-200-g,0.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,19.8,0.89,0.1,200
"Glaistytas VILKYŠKIŲ varškės sūrelis su juod. serbentais, 40 g",22.9,19.9,17.3,nan,344.0,https://www.barbora.lt/produktai/glaistytas-vilkyskiu-varskes-surelis-su-juod-serbentais-40-g,24.3,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,7.6,0.34,0.25,40
"Plėšomos sūrio dešrelės PIK-NIK KIDS TWILLER, 40% rieb.s.m., 80 g",0.6,0.5,14.3,nan,290.0,https://www.barbora.lt/produktai/plesomos-surio-desreles-pik-nik-kids-twiller-40-proc-rieb-s-m-80-g,20.8,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,25.2,0.99,1.5,80
"Rauginto pieno gėrimas RIAŽENKA su bifidobakt., 3,2% rieb., 500 g",4.1,3.2,1.92,nan,58.0,https://www.barbora.lt/produktai/rauginto-pieno-gerimas-riazenka-su-bifidobakt-3-2-proc-rieb-500-g,3.2,"Pieno gaminiai ir kiaušiniai	Kefyras, rūgpienis ir pasukos	Rūgpienis",3.2,0.82,0.1,500
"Ekologiškas AISTĖ kefyras, 2% rieb., 1 kg",4.5,4.5,1.4,nan,48.0,https://www.barbora.lt/produktai/ekologiskas-aiste-kefyras-2-proc-rieb-1-kg,2.0,"Pieno gaminiai ir kiaušiniai	Kefyras, rūgpienis ir pasukos	Kefyras ir kefyro gėrimai",3.0,1.49,0.1,1000
"Raugintos GAMTOS pasukos su aviet. ir linų sėm., 0,8%  rieb., 500 g",11.1,9.7,0.2,nan,65.0,https://www.barbora.lt/produktai/raugintos-gamtos-pasukos-su-aviet-ir-linu-sem-0-8-proc-rieb-500-g,0.8,"Pieno gaminiai ir kiaušiniai	Kefyras, rūgpienis ir pasukos	Raugintos pasukos",3.0,0.88,0.1,500
"Jogurtas BIFI ACTIVE su avietėmis ir melionais, 2 % rieb., 900 g",14.1,13.0,1.2,0.89,86.0,https://www.barbora.lt/produktai/jogurtas-bifi-active-su-avietemis-ir-melionais-2-proc-rieb-900-g,2.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,2.9,0.99,0.2,900
"TILŽĖS sūris SAULĖS PIENAS (riekelės), 45% rieb. s. m., 150 g",0.0,0.0,14.0,0.99,340.0,https://www.barbora.lt/produktai/tilzes-suris-saules-pienas-riekeles-45-proc-rieb-s-m-150-g,26.0,Pieno gaminiai ir kiaušiniai	Sūris	Fermentiniai sūriai,26.0,1.15,1.4,150
"NAMINIS majonezas VILNIUS, 475 ml",2.5,2.0,6.0,1.32,664.0,https://www.barbora.lt/produktai/naminis-majonezas-vilnius-475-ml,72.0,Pieno gaminiai ir kiaušiniai	Majonezas	Majonezas,0.7,1.89,1.2,475
"Graikiškas jogurtas AMFORA su medumi, 3,1% rieb., 150 g",21.5,20.9,1.9,nan,141.0,https://www.barbora.lt/produktai/graikiskas-jogurtas-amfora-su-medumi-3-1-proc-rieb-150-g,3.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,7.0,0.85,0.1,150
"ROKIŠKIO mocarela LIGHT, 30% rieb. s.m., 150 g",0.5,0.5,6.0,1.35,161.0,https://www.barbora.lt/produktai/rokiskio-mocarela-light-30-proc-rieb-s-m-150-g,8.5,Pieno gaminiai ir kiaušiniai	Sūris	Mocarelos sūriai,20.5,1.69,0.5,150
"Tarkuotas kietasis sūris DŽIUGAS, 40% rieb. s. m., 100 g",0.0,0.0,17.8,nan,362.0,https://www.barbora.lt/produktai/tarkuotas-kietasis-suris-dziugas-40-proc-rieb-s-m-100-g,26.0,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,33.0,1.29,2.0,100
"Fermentinis DVARO sūris, 50% rieb. s. m., 240 g",0.0,0.0,19.0,nan,360.0,https://www.barbora.lt/produktai/fermentinis-dvaro-suris-50-proc-rieb-s-m-240-g,28.5,Pieno gaminiai ir kiaušiniai	Sūris	Fermentiniai sūriai,24.5,1.95,1.6,240
"Rūkytas sūris  GRANAROLO SCAMORZA, 250 g",1.5,1.5,16.5,nan,307.0,https://www.barbora.lt/produktai/rukytas-suris-granarolo-scamorza-250-g,23.0,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,23.5,2.69,1.25,250
"Kietasis sūris OLD AMSTERDAM, gabaliukai, 48% rieb.s.m, 150 g",0.0,0.0,23.0,nan,431.0,https://www.barbora.lt/produktai/kietasis-suris-old-amsterdam-gabaliukai-48-proc-rieb-s-m-150-g,35.0,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,29.0,3.49,2.3,150
"Pelėsinis sūris kamamberas LE RUSTIQUE, 45% rieb. s. m., 250 g",1.0,0.0,14.0,nan,268.0,https://www.barbora.lt/produktai/pelesinis-suris-kamamberas-le-rustique-45-proc-rieb-s-m-250-g,20.0,Pieno gaminiai ir kiaušiniai	Sūris	Pelėsiniai sūriai,21.0,4.59,1.6,250
"Kreminis ARLA sūris su ananasais, 45% rieb.s.m., 0,15 kg",11.0,11.0,13.0,nan,247.0,https://www.barbora.lt/produktai/kreminis-arla-suris-su-ananasais-45-proc-rieb-s-m-0-15-kg,20.0,Pieno gaminiai ir kiaušiniai	Sūris	Tepami sūriai,4.4,1.45,0.78,150
"Pelėsinis sūris ROKIŠKIO BALTIC BLUE, 50% rieb. s. m., 100 g",0.0,0.0,17.8,nan,314.0,https://www.barbora.lt/produktai/pelesinis-suris-rokiskio-baltic-blue-50-proc-rieb-s-m-100-g,26.0,Pieno gaminiai ir kiaušiniai	Sūris	Pelėsiniai sūriai,20.0,1.39,2.0,100
"Šaltasis kavos ir pieno gėrimas PAULIG FREZZA VANILLA, 250 ml",8.3,8.3,1.2,nan,65.0,https://www.barbora.lt/produktai/saltasis-kavos-ir-pieno-gerimas-paulig-frezza-vanilla-250-ml,1.8,Pieno gaminiai ir kiaušiniai	Pienas	Pieno ir probiotiniai gėrimai,3.1,1.99,0.13,250
"Rūkytas ožkų sūris EUROSER, riekutėmis, 100 g",2.1,0.0,18.0,nan,318.0,https://www.barbora.lt/produktai/rukytas-ozku-suris-euroser-riekutemis-100-g,25.0,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,21.0,1.97,2.0,100
"KOKO kokosų ir citrinų skonio desertas, 250 g",15.1,11.5,4.8,nan,113.0,https://www.barbora.lt/produktai/koko-kokosu-ir-citrinu-skonio-desertas-250-g,5.5,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Jogurtai ir desertai be laktozės,0.7,1.99,0.7,250
"Sūris OLTERMANNI, 500 g",0.0,0.0,16.0,nan,360.0,https://www.barbora.lt/produktai/suris-oltermanni-500-g,29.0,Pieno gaminiai ir kiaušiniai	Sūris	Fermentiniai sūriai,25.0,5.09,1.3,500
"Ekologiška kokosų masė THE BRIDGE gamybai, 200 ml",4.2,1.0,8.9,nan,111.0,https://www.barbora.lt/produktai/ekologiska-kokosu-mase-the-bridge-gamybai-200-ml,9.6,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinėlė,1.3,1.49,0.2,200
"Ekolog. sojų desertas SOJADE (aviečių ir pasiflorų sk.), 125 g",11.9,11.4,0.3,nan,83.0,https://www.barbora.lt/produktai/ekolog-soju-desertas-sojade-avieciu-ir-pasifloru-sk-125-g,2.1,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Jogurtai ir desertai be laktozės,3.8,1.29,0.1,125
"Baltyminis jogurto gėrimas VALIO PROFEEL su mėlynėmis, 275 g",4.9,4.6,0.1,nan,55.0,https://www.barbora.lt/produktai/baltyminis-jogurto-gerimas-valio-profeel-su-melynemis-275-g,0.15,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,8.4,1.49,0.16,275
"Ekolog. geriamasis jogurtas AISTĖ su mėlynėmis, 0,5% rieb., 290 g",14.0,13.7,2.2,nan,96.0,https://www.barbora.lt/produktai/ekolog-geriamasis-jogurtas-aiste-su-melynemis-0-5-proc-rieb-290-g,3.2,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,2.8,0.99,0.1,290
"Tarkuotas granapadano sūris ZANETTI, 32% rieb. s. m., 100 g",0.0,0.0,0.0,nan,388.0,https://www.barbora.lt/produktai/tarkuotas-granapadano-suris-zanetti-32-proc-rieb-s-m-100-g,28.4,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,33.0,1.46,0.0,100
"Jogurtinis gėrimas AISTĖ PROTEIN su vyšniomis, 250 g",23.0,21.5,0.0,nan,185.0,https://www.barbora.lt/produktai/jogurtinis-gerimas-aiste-protein-su-vysniomis-250-g,0.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,22.5,1.09,0.5,250
"Kietas sūris DŽIUGAS (GOURMET), 40% rieb. s. m., 180 g",0.0,0.0,17.6,nan,367.0,https://www.barbora.lt/produktai/kietas-suris-dziugas-gourmet-40-proc-rieb-s-m-180-g,26.0,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,33.0,3.76,2.0,180
